id,REL,TM9SF4,CA2,TGFA,PSIP1,WDR41,KLHDC8A,GUCA1B,SLC25A46,SETX,SLC38A3,RPL6,HLA-DPA1,MTHFD1,METTL22,COLQ,CDO1,PRR7,PAGR1,DCTN2,TAGLN,NR2C1,ZNF276,ECHDC3,ADAR,MCM5,CPPED1,CMC4,OR7A5,P2RY2,CFLAR,ADAM3A,LUZP1,JAM3,YWHAZ,PDE9A,MMP27,TPCN1,PLSCR4,CEACAM21,OR51E2,ERP44,CCDC33,FGGY,ASIC1,CAND2,ZNF771,SYNM,RCVRN,UBAP2,OPCML,NOTCH2,EPB41L4A,KXD1,PGF,ZCCHC4,PBX1,PRAME,HLA-DRA,RPL8,CD84,ATG13,IL5,SPTLC2,NRDC,CELSR3,ERGIC2,SGCG,CABP5,PRG3,KCNAB1,PSD4,SNTA1,GPR137,AGPAT5,SERPING1,OBP2A,HNRNPD,TOB2,SCIN,STIL,CKB,GRINA,HTR1D,P4HTM,MYBL1,CHUK,METTL5,SLC25A36,TMEM30B,SEMA4F,PDCD6,PPP2R5A,ARHGEF15,PTPN13,ADM2,CYP7B1,ACTN4,CHODL,CEP350,verdict
21,89.5,1241.8,198.0,214.9,821.9,504.7,172.1,227.3,639.7,572.2,75.8,11139.9,2853.6,1134.7,462.4,53.5,196.3,322.2,333.0,1934.2,642.8,123.9,254.3,406.2,4479.0,498.7,96.3,1483.1,354.2,54.7,785.8,191.0,405.9,984.8,12421.9,73.2,129.2,1896.7,203.4,108.1,54.8,1346.5,238.6,447.4,77.0,306.6,153.6,678.5,37.6,873.9,138.6,1518.2,142.7,2247.7,739.2,277.3,299.0,80.2,7186.4,28536.2,227.8,1385.7,60.3,655.8,2705.0,353.8,741.7,20.8,72.1,133.7,57.2,128.2,524.4,387.5,717.5,406.1,37.7,2796.9,302.6,18.8,228.5,1048.5,927.3,11.7,1373.8,15.8,240.8,1526.3,2336.6,68.7,499.7,1458.6,1003.7,338.8,210.5,101.1,311.3,8161.9,222.8,1072.5,2
22,132.4,1525.6,211.3,144.8,444.2,295.1,344.2,254.8,382.2,749.6,141.4,10797.2,948.2,1618.8,781.2,56.0,54.4,628.8,597.5,2105.6,794.2,186.3,45.8,222.0,6359.2,600.8,279.1,1453.0,517.8,25.2,520.0,181.7,423.1,1516.2,12084.1,35.1,259.1,542.1,215.1,22.7,25.1,1422.7,141.7,275.2,77.0,358.5,508.4,831.8,51.0,1157.2,111.2,1716.7,156.0,1953.9,1356.3,113.8,237.4,122.0,554.2,26386.5,483.7,868.1,72.8,625.5,1846.5,436.7,823.6,34.2,31.5,134.3,208.8,103.0,599.1,222.9,659.8,573.0,52.9,4215.1,381.1,43.2,129.6,900.7,1175.7,17.0,1398.8,58.9,295.2,1306.1,2700.0,138.6,436.5,1222.6,424.1,548.1,289.2,303.1,120.2,13495.8,253.2,1230.3,2
23,227.1,1114.3,87.1,134.4,779.3,295.2,86.3,56.7,569.6,564.6,68.5,10153.0,813.7,1433.4,524.3,25.6,140.7,373.9,403.7,1819.8,239.8,176.3,264.3,435.4,4335.1,1254.4,106.5,1753.1,416.1,16.2,645.6,170.6,414.8,1101.4,13252.5,31.6,199.3,1140.1,189.4,249.5,26.6,1556.2,106.6,362.1,111.1,169.0,472.9,519.1,39.1,992.3,304.7,1134.9,126.4,2657.5,626.4,146.0,77.7,137.0,985.9,30372.8,418.3,1009.5,37.0,697.7,1384.2,308.2,658.3,16.9,67.6,88.8,160.4,112.0,628.2,594.1,835.3,466.5,36.1,3315.6,174.9,32.5,332.2,1312.6,1335.9,10.6,967.0,138.7,199.1,1646.6,1984.1,138.2,463.4,1678.4,989.1,338.5,141.4,215.9,155.3,6977.5,34.9,825.3,2
24,192.8,1983.6,42.4,372.1,696.0,386.2,30.5,243.6,836.4,398.8,146.8,14625.8,1974.2,1443.9,589.8,38.7,164.8,447.5,348.3,2128.1,658.4,229.6,90.9,339.1,4878.5,639.1,265.9,1926.7,335.4,166.9,849.6,80.3,425.6,1163.6,14564.2,60.6,213.6,848.9,306.0,91.2,23.1,1255.0,129.5,376.0,244.2,192.8,241.3,901.4,53.3,412.2,131.0,1949.0,151.6,2163.4,1188.6,155.1,319.7,201.0,2410.2,19127.4,392.0,842.3,106.7,919.2,4491.5,422.1,580.5,25.0,57.7,168.2,292.4,63.0,465.8,515.9,736.2,627.8,57.7,4203.9,287.9,48.6,489.3,794.3,755.5,14.8,1332.7,61.7,241.8,1682.2,3025.7,92.9,383.5,1131.5,768.8,695.7,166.4,115.6,205.3,6991.4,179.7,1339.3,2
25,169.3,1851.1,25.7,271.7,504.1,248.2,27.5,160.7,608.9,846.7,105.2,10916.8,1100.7,1684.9,550.9,52.4,209.5,419.3,517.9,2376.4,421.4,106.4,469.3,115.1,7464.5,1131.8,164.3,1602.6,134.3,76.7,800.1,123.1,384.6,845.6,11633.6,23.6,326.2,1399.8,211.9,277.4,54.3,1498.9,235.3,185.5,367.8,178.9,512.9,579.3,68.4,923.4,261.7,1408.2,60.7,2201.9,976.1,181.2,65.8,109.4,755.3,26461.1,352.1,925.3,122.5,715.7,2513.1,314.5,599.9,21.0,59.1,75.5,78.1,31.6,581.3,473.8,495.2,1129.5,45.6,3689.8,455.6,72.9,379.2,1298.9,2244.8,10.6,1414.5,100.9,292.9,1265.7,2312.5,118.9,372.1,1459.7,574.4,467.6,72.5,143.8,235.9,8626.1,195.2,1095.5,2
26,54.3,1542.1,57.1,202.3,507.0,298.2,230.3,140.9,569.7,674.1,206.4,11431.4,368.5,1265.8,505.1,52.2,54.8,691.4,571.7,1853.7,723.9,164.6,330.7,183.7,5978.1,782.1,136.8,1806.1,144.4,132.4,818.9,135.0,441.1,1209.9,14765.9,63.8,205.7,888.7,176.7,230.8,27.7,1469.9,134.8,140.5,70.3,394.1,432.9,654.0,95.3,1322.5,357.6,1533.7,54.4,2442.8,1279.9,217.5,232.5,50.1,112.6,28190.7,259.0,645.4,86.2,814.9,1957.1,569.8,656.6,23.4,43.4,58.5,105.1,33.7,443.2,496.2,546.0,738.3,64.8,4224.0,390.9,47.3,248.9,1321.6,2504.4,14.0,1182.6,92.7,203.5,1328.4,2564.7,191.2,385.4,1137.5,842.5,339.2,230.1,92.6,34.6,15215.1,260.7,1057.8,2
27,246.8,1865.5,119.1,159.9,506.8,453.7,316.8,77.4,619.6,486.6,240.1,10840.5,353.7,1492.0,651.2,43.2,164.1,577.5,592.1,2801.8,613.3,147.0,293.4,240.3,4187.6,1305.6,169.1,2124.7,140.8,59.5,851.5,187.4,574.8,1293.8,12204.1,29.4,244.9,1065.5,249.4,169.4,32.7,1587.7,151.6,277.0,62.4,286.9,110.2,679.5,86.3,1782.3,73.3,1341.1,114.5,2222.2,1086.3,229.2,210.3,88.4,253.4,23433.1,429.3,1223.0,112.1,1005.4,2684.9,542.1,619.2,22.3,94.6,100.1,207.7,59.6,533.9,507.0,785.0,510.0,35.1,3600.7,331.6,8.5,305.9,1944.2,1496.3,20.6,1223.9,114.1,236.6,1094.8,2573.0,242.3,453.8,1509.9,1050.6,342.8,77.6,157.3,45.4,9254.4,124.5,1122.9,2
28,163.0,2074.9,64.8,176.3,487.5,214.5,234.6,213.9,525.6,696.6,61.4,11365.3,992.3,1651.6,503.9,33.7,83.0,554.2,636.8,1897.0,577.8,143.4,460.0,378.4,5240.9,1246.9,103.6,2016.3,179.8,32.3,601.6,13.9,340.1,741.1,15298.4,53.3,249.8,1298.3,206.2,163.9,19.3,1584.5,187.6,175.3,60.2,122.2,593.1,565.0,124.6,1366.7,28.0,1521.6,33.2,2534.3,1255.0,191.9,388.3,210.7,1352.4,28127.2,486.3,1023.7,51.6,640.8,2931.0,466.8,775.7,20.3,37.3,308.6,172.5,136.2,597.9,488.8,754.2,694.2,33.1,2573.2,300.4,17.1,405.8,1823.9,1709.0,14.8,1144.3,277.3,339.5,1344.9,2490.8,34.5,319.5,1106.8,629.2,420.6,91.6,241.7,167.5,9112.8,92.1,943.8,2
29,182.1,1429.6,181.4,117.4,591.7,234.8,156.8,189.6,539.2,717.6,150.5,13248.5,142.1,1852.5,549.3,42.9,188.0,626.5,657.9,1871.6,343.9,162.4,298.7,254.9,4759.7,1017.5,202.5,2096.4,485.9,17.2,636.0,110.5,556.9,1239.3,12033.6,37.9,204.9,1171.4,192.3,105.5,39.0,1695.1,73.1,153.0,139.0,174.9,260.2,677.8,47.5,1677.4,71.2,1099.2,78.7,2374.5,1674.7,186.0,285.3,131.1,38.5,27946.0,130.8,619.0,22.4,638.8,1995.8,581.3,975.8,14.7,59.6,83.5,55.8,40.6,386.6,398.3,585.7,584.6,38.6,5300.5,345.4,73.2,346.9,1227.9,1083.5,29.1,1233.3,81.0,187.5,1456.0,2437.7,104.7,389.5,1211.7,737.0,457.4,139.8,294.8,133.1,9457.4,49.5,1276.0,2
30,122.9,1750.0,73.4,44.2,568.2,362.9,46.7,70.3,612.9,639.5,143.2,12805.9,1042.1,1467.4,797.5,38.0,58.9,456.8,587.4,2381.5,608.2,158.7,255.5,260.3,3927.4,1034.3,158.0,2070.0,73.7,34.9,644.5,105.2,357.2,1285.0,14295.7,16.8,109.8,1001.6,176.9,64.8,23.6,1641.5,120.2,243.6,64.3,316.1,459.1,511.4,72.3,1561.7,186.1,1536.6,38.9,2269.2,1107.7,241.0,245.2,123.3,703.9,29366.1,298.5,775.4,72.2,671.1,2113.4,317.1,936.3,37.2,29.2,208.4,238.3,43.8,802.7,435.9,609.5,522.0,28.6,4900.6,236.5,24.6,272.6,2136.8,1493.6,21.8,1286.2,146.5,154.6,1552.5,2443.0,66.1,465.0,1361.2,640.9,96.7,210.1,204.2,139.4,7826.6,50.9,998.6,2
31,297.1,1436.0,24.0,76.7,428.0,430.1,336.1,200.8,325.0,602.7,105.7,13354.8,454.3,1799.4,887.6,34.5,206.0,434.7,911.8,1856.2,329.4,227.5,304.7,342.5,4504.2,1457.6,161.5,2398.6,192.0,20.8,717.6,128.0,634.2,1081.9,10890.7,23.2,160.0,640.0,198.6,92.6,19.8,2014.6,153.6,283.7,225.4,225.3,534.0,719.8,254.4,1614.8,93.7,1597.8,58.9,2314.7,1290.4,296.8,425.5,179.2,252.6,28845.4,441.8,639.5,32.0,781.0,2011.3,497.8,648.5,32.1,23.8,109.3,126.0,113.6,525.0,396.4,659.1,390.4,40.0,4569.8,325.2,39.8,313.0,1081.3,955.6,46.5,965.2,160.1,338.7,1332.5,2729.9,117.3,427.5,1128.6,632.0,403.4,299.0,81.4,25.7,9408.4,19.2,1287.7,2
32,143.1,927.4,2573.5,242.2,520.8,543.5,126.9,49.0,929.6,1154.2,139.3,9017.9,18625.5,986.4,414.3,55.9,285.3,140.7,323.7,1395.6,2356.8,218.2,210.7,429.8,3819.9,911.2,100.9,916.2,27.9,24.2,1568.3,71.9,439.4,1058.8,8349.6,36.2,292.0,1350.3,742.3,215.3,41.4,2163.3,92.2,312.2,160.1,218.0,482.0,587.2,173.1,1165.0,145.5,2786.8,83.9,1537.5,910.8,328.3,1306.2,142.6,23606.3,16473.2,4076.7,1203.3,55.0,825.6,1358.6,330.1,806.4,99.3,28.4,212.0,187.4,578.4,400.2,595.7,600.5,4466.7,30.1,3620.0,387.1,28.4,223.8,1894.3,1474.7,23.3,1161.6,19.5,166.3,822.4,2983.1,263.0,289.4,1007.0,1006.6,370.9,128.7,450.0,280.8,2075.0,165.2,776.7,2
33,151.7,1347.5,22.3,301.8,479.3,218.6,187.0,161.8,659.2,733.5,225.4,12940.8,334.7,1593.8,542.4,104.6,151.2,335.7,363.6,1879.7,553.8,243.5,335.3,284.7,4091.5,1174.4,171.2,1705.3,533.3,17.0,1015.5,48.3,256.1,1075.3,13518.2,37.2,212.2,1273.9,232.2,237.4,48.7,1317.3,149.1,162.3,212.6,140.7,375.6,563.7,48.1,1046.8,172.8,2039.5,45.6,1957.2,1383.3,294.6,171.6,176.0,346.3,27148.0,485.6,877.3,35.7,615.2,2138.1,590.5,862.8,15.1,31.2,212.4,39.2,166.2,539.5,464.6,763.6,595.0,31.6,4871.7,293.1,96.0,313.5,1178.0,1481.0,26.1,1230.2,150.5,348.1,1426.1,2624.0,81.8,427.5,1225.2,851.6,343.9,209.3,306.8,102.2,9081.7,79.9,1307.7,2
34,142.8,1359.0,170.4,133.1,723.5,420.5,157.8,93.0,627.7,576.1,96.6,12018.9,496.3,1788.5,590.9,72.4,122.7,330.9,607.6,3031.5,700.9,165.9,253.9,157.5,5834.8,1576.3,177.5,1771.7,289.2,20.0,662.7,45.9,349.6,1192.2,11795.4,33.0,105.4,659.9,172.5,25.8,26.5,1653.0,132.7,146.0,319.0,161.1,290.7,492.0,119.1,952.1,100.5,1464.7,29.7,2474.6,905.1,195.4,194.9,154.3,277.7,22411.8,354.0,752.7,87.9,680.7,1958.5,397.2,956.5,19.5,25.5,73.7,138.8,140.9,362.5,345.8,637.3,608.3,25.1,3333.3,301.7,31.1,176.4,2316.5,1428.3,8.9,922.3,321.6,175.8,1858.9,1876.8,129.9,372.4,1313.8,566.7,283.9,80.5,240.7,78.5,10204.9,66.9,1307.9,2
35,132.8,781.6,37.3,62.5,1374.2,790.7,195.4,119.8,744.3,813.9,42.1,14868.3,5390.4,1778.4,498.9,30.9,97.1,18.6,442.0,1550.0,254.8,133.5,224.8,214.2,5057.9,1537.3,90.6,1057.9,27.2,18.1,898.0,85.6,505.0,974.0,7346.1,26.2,180.3,810.0,600.6,170.6,40.8,1653.2,134.9,337.7,281.5,390.9,241.1,799.1,38.2,1151.3,270.9,2229.7,167.5,1398.0,917.9,192.0,413.9,11279.8,7875.1,24160.2,437.3,774.5,32.5,757.8,1253.2,274.4,1145.7,14.3,42.6,133.1,58.1,37.3,294.6,645.1,892.3,1751.6,40.5,3758.9,294.9,23.8,297.0,450.9,1371.0,8.4,622.2,178.9,139.2,1535.3,1494.1,49.9,410.0,1796.1,951.5,281.1,243.9,407.7,515.4,7584.3,220.5,790.6,2
36,182.2,1347.4,124.6,266.7,761.8,361.8,133.6,388.1,284.2,702.8,129.3,10790.5,1571.6,1920.4,626.8,73.2,108.7,209.1,459.3,2755.3,703.2,136.2,196.2,599.7,3897.4,628.6,219.2,1279.8,2549.6,46.8,664.9,198.5,833.8,197.7,14868.1,175.5,329.7,971.9,318.1,65.7,77.6,1652.6,78.1,252.2,266.1,910.3,501.9,1034.5,46.9,1307.5,477.5,1676.6,248.5,1345.4,888.2,118.5,80.6,3320.4,1163.9,35301.7,629.2,1612.5,161.2,975.7,1489.9,498.7,683.7,194.4,67.4,394.7,477.1,261.7,661.9,742.6,397.1,366.7,63.7,3205.2,351.6,133.3,379.2,525.7,2557.1,34.5,652.5,405.6,265.1,840.7,2128.4,219.9,545.3,1394.6,146.3,766.1,152.4,707.4,289.5,2635.5,605.2,467.2,2
37,102.4,1153.2,45.9,168.0,676.5,303.1,131.8,155.8,712.3,455.4,98.5,11450.3,1452.9,1911.4,588.8,39.5,179.6,305.0,479.0,2104.3,458.8,225.9,354.8,195.7,7227.5,1081.6,39.4,1549.0,231.0,25.7,764.7,124.2,357.9,1146.5,11858.9,15.7,106.2,614.3,280.6,53.6,32.3,1465.8,130.5,193.3,158.8,171.0,288.4,534.4,42.2,598.7,171.2,2067.3,12.3,1828.9,1385.0,263.8,20.1,117.6,1082.0,23431.4,403.2,1017.6,90.5,681.8,1963.8,297.8,582.5,8.7,62.5,96.6,117.7,88.2,500.1,307.9,764.5,791.2,23.7,4496.7,408.6,18.9,339.6,2003.0,1605.4,9.8,1053.0,223.0,348.9,1450.3,1880.3,257.5,475.1,1461.4,849.9,326.2,174.3,222.1,165.1,6611.8,62.2,1341.2,2
38,144.0,904.9,180.6,158.7,494.3,317.3,186.4,73.7,682.2,543.9,177.3,12138.0,598.5,1356.8,434.4,18.0,211.5,478.3,669.1,1950.4,454.4,233.7,278.0,178.3,3581.2,989.0,240.0,1405.1,87.9,27.9,816.4,84.7,438.2,900.0,12260.8,12.9,273.2,809.2,202.1,289.2,44.6,1120.5,98.5,174.2,338.8,118.5,415.4,585.3,124.0,1216.4,346.3,1663.8,45.5,1731.3,2051.1,260.7,430.8,116.2,471.9,23579.9,352.5,1041.0,8.2,668.7,2133.1,402.5,616.8,13.2,67.2,70.3,256.7,84.9,626.0,518.9,827.6,556.1,24.1,3705.6,429.6,73.0,464.5,1199.3,1552.5,13.1,946.5,141.6,274.9,1053.3,1800.3,149.1,504.8,935.0,950.8,551.3,121.4,119.9,174.6,16338.1,179.3,925.2,2
39,110.6,1032.7,135.8,111.3,658.1,346.3,199.9,157.9,721.2,749.7,85.8,11912.0,566.7,1942.0,460.4,23.7,136.9,483.3,458.6,2384.1,324.0,176.4,232.5,139.4,4010.3,1392.8,156.3,1587.2,306.3,20.0,637.4,120.0,386.6,1128.2,14282.9,30.7,170.1,850.7,250.6,172.5,45.5,1256.1,215.0,158.4,156.6,55.2,59.5,595.3,43.9,1392.0,180.9,1880.1,29.8,1601.6,1336.3,284.3,253.4,180.4,281.7,22026.3,324.3,1344.9,49.7,802.8,2283.3,576.6,711.5,11.4,73.0,204.2,29.2,126.8,313.7,439.4,800.1,499.1,24.2,3900.8,364.9,25.2,317.8,2068.5,2595.0,9.8,1025.2,271.9,341.1,1123.7,2008.5,145.6,370.6,902.8,853.8,324.3,83.9,233.8,146.0,12187.8,36.5,1466.7,2
40,182.2,804.5,17.6,108.6,553.3,429.0,144.1,148.5,791.5,521.9,143.5,12968.2,365.4,1855.7,620.4,31.8,34.7,364.9,235.0,1969.4,298.3,175.7,192.8,194.8,4444.3,1135.7,290.1,1775.7,289.2,17.2,792.3,123.0,326.3,986.4,10963.5,32.8,165.6,526.7,250.1,154.7,18.8,1667.0,117.9,159.2,240.3,151.7,302.0,473.8,32.6,1210.1,134.4,1328.8,52.2,1691.3,1641.1,198.4,70.8,134.6,192.3,24673.6,296.9,1122.7,10.5,818.3,2514.9,346.7,616.9,13.7,29.1,69.1,47.3,151.7,452.6,295.8,727.1,516.8,31.3,4058.4,469.9,66.4,334.5,1042.3,1860.3,9.7,1117.0,144.5,305.6,1256.6,2102.6,168.8,404.2,693.5,752.0,326.8,141.5,71.1,124.5,17553.2,170.9,1567.9,2
41,168.0,1270.9,159.5,213.9,648.2,330.5,95.4,91.3,613.1,463.8,147.1,11771.2,1065.1,1343.9,411.9,89.2,100.3,618.6,435.1,1677.6,552.1,143.7,278.1,339.6,4392.5,495.0,219.0,1392.1,374.1,11.6,644.5,74.0,253.7,1247.8,11997.1,9.4,108.1,1100.0,215.2,169.5,26.0,1083.8,101.3,213.5,140.3,127.3,242.0,738.5,72.4,1083.9,128.7,1901.2,39.1,1962.4,874.8,181.5,74.4,134.2,2327.8,24861.6,309.1,987.9,35.4,474.6,1732.0,256.7,658.0,11.3,96.0,82.4,83.3,98.0,434.4,604.7,556.9,601.9,22.0,3598.0,381.9,88.5,193.5,1145.5,2140.4,41.0,1056.0,57.9,297.0,1933.4,1773.7,81.7,358.9,1240.9,669.6,261.4,188.1,176.2,112.3,13443.4,132.4,1093.4,2
